symbol	phylostratum	taxon_name
NSG1	7	Vertebrata
HTT	4	Eukaryota
ECE1	1	Cellular_organisms
MTHFR	3	Euk+Bac
SLC1A3	1	Cellular_organisms
SLC1A2	1	Cellular_organisms
SLC1A1	1	Cellular_organisms
SLC1A4	1	Cellular_organisms
GDF5	6	Eumetazoa
PAFAH1B1	3	Euk+Bac
GUCA1A	4	Eukaryota
PTGFR	6	Eumetazoa
PTGER3	6	Eumetazoa
PTGER2	6	Eumetazoa
PTGIR	6	Eumetazoa
MCAM	6	Eumetazoa
DCC	6	Eumetazoa
CRAT	6	Eumetazoa
CA7	3	Euk+Bac
GLP1R	7	Vertebrata
CTSO	4	Eukaryota
CTSK	4	Eukaryota
MATR3	7	Vertebrata
MSH2	4	Eukaryota
GRK6	4	Eukaryota
BTD	4	Eukaryota
ETV4	6	Eumetazoa
GPD2	1	Cellular_organisms
SSR1	4	Eukaryota
SSR2	4	Eukaryota
CRYBB2	7	Vertebrata
RAD52	4	Eukaryota
ALDH3B1	3	Euk+Bac
NR4A2	6	Eumetazoa
MAGEA1	8	Mammalia
MAGEA2	8	Mammalia
MAGEA3	4	Eukaryota
MAGEA4	8	Mammalia
MAGEA5P	8	Mammalia
MAGEA6	4	Eukaryota
MAGEA8	8	Mammalia
MAGEA9	8	Mammalia
MAGEA10	8	Mammalia
MAGEA11	8	Mammalia
MAGEA12	8	Mammalia
MAGEB1	8	Mammalia
PTPN9	6	Eumetazoa
ZAP70	4	Eukaryota
SYK	4	Eukaryota
RANBP1	4	Eukaryota
TNFRSF4	7	Vertebrata
NAMPT	3	Euk+Bac
KIR2DL1	8	Mammalia
KIR2DL3	7	Vertebrata
KIR3DL1	7	Vertebrata
KIR3DL2	8	Mammalia
KIR2DS4	7	Vertebrata
AFM	7	Vertebrata
LPAR6	6	Eumetazoa
CHRNA4	6	Eumetazoa
PSMC4	1	Cellular_organisms
GATA4	5	Opisthokonta
NKX2-1	6	Eumetazoa
TSFM	3	Euk+Bac
TNNT3	6	Eumetazoa
TNNT2	6	Eumetazoa
ASPA	3	Euk+Bac
MMP13	4	Eukaryota
ABCG1	5	Opisthokonta
PPIC	4	Eukaryota
VDAC2	4	Eukaryota
ACADSB	3	Euk+Bac
CBX5	4	Eukaryota
USP5	4	Eukaryota
MAPK8	6	Eumetazoa
MAPK9	4	Eukaryota
MAP2K4	4	Eukaryota
MKI67	5	Opisthokonta
PHKA2	6	Eumetazoa
PHKA1	6	Eumetazoa
SLC15A1	3	Euk+Bac
RANGAP1	4	Eukaryota
RECQL	3	Euk+Bac
NOP2	1	Cellular_organisms
GPR3	6	Eumetazoa
CMKLR2	6	Eumetazoa
CCR10	8	Mammalia
GPR4	7	Vertebrata
XCR1	6	Eumetazoa
GPR6	6	Eumetazoa
HTR3A	7	Vertebrata
ATRX	6	Eumetazoa
CRK	5	Opisthokonta
CRKL	5	Opisthokonta
MTIF2	3	Euk+Bac
BAG6	4	Eukaryota
GSTM5	3	Euk+Bac
NSF	3	Euk+Bac
CDKN1B	6	Eumetazoa
NOTCH1	4	Eukaryota
ASMT	3	Euk+Bac
BDKRB1	7	Vertebrata
IER3	8	Mammalia
SLCO1A2	7	Vertebrata
MAP2K3	4	Eukaryota
BRCC3	4	Eukaryota
RPL27A	2	Euk_Archaea
RPL5	2	Euk_Archaea
RPL21	4	Eukaryota
RPL28	4	Eukaryota
RPS9	2	Euk_Archaea
RPS5	2	Euk_Archaea
RPS10	4	Eukaryota
MAP1B	6	Eumetazoa
GNPDA1	3	Euk+Bac
NEDD4	4	Eukaryota
YAP1	6	Eumetazoa
UTRN	4	Eukaryota
IQGAP1	4	Eukaryota
HAAO	4	Eukaryota
GYG1	4	Eukaryota
STT3A	2	Euk_Archaea
GALR1	6	Eumetazoa
RABIF	4	Eukaryota
CSN1S1	8	Mammalia
PLA2G4A	5	Opisthokonta
RAP1GAP	6	Eumetazoa
CAPZA2	4	Eukaryota
CAPZB	4	Eukaryota
GPR12	6	Eumetazoa
RGR	6	Eumetazoa
EIF1AX	2	Euk_Archaea
GABRA2	7	Vertebrata
GABRB2	6	Eumetazoa
GCGR	6	Eumetazoa
SCTR	7	Vertebrata
OMP	7	Vertebrata
OR3A1	8	Mammalia
OR3A4P	8	Mammalia
OR1E2	7	Vertebrata
OR3A3	8	Mammalia
OR1G1	8	Mammalia
OR3A2	8	Mammalia
ALDH1A3	3	Euk+Bac
QARS1	1	Cellular_organisms
HTR5A	6	Eumetazoa
P2RY1	6	Eumetazoa
AVPR1B	6	Eumetazoa
CDX1	6	Eumetazoa
RPL29	4	Eukaryota
ID4	6	Eumetazoa
LGALS7	8	Mammalia
MT4	8	Mammalia
NPTX2	6	Eumetazoa
ZFP36L2	4	Eukaryota
XDH	3	Euk+Bac
XCL1	7	Vertebrata
FASLG	7	Vertebrata
SLC6A8	7	Vertebrata
MTNR1A	6	Eumetazoa
ATP5PO	3	Euk+Bac
KCNJ1	3	Euk+Bac
KCNJ4	3	Euk+Bac
KCNJ6	3	Euk+Bac
CPA2	3	Euk+Bac
GRIA4	4	Eukaryota
LIMS1	6	Eumetazoa
GLIPR1	3	Euk+Bac
CXCL12	7	Vertebrata
SLC6A12	7	Vertebrata
SLC6A11	7	Vertebrata
SLC6A9	6	Eumetazoa
NPBWR1	6	Eumetazoa
NPBWR2	6	Eumetazoa
PREP	3	Euk+Bac
ME1	1	Cellular_organisms
GJA8	6	Eumetazoa
GLRB	7	Vertebrata
GABRA4	3	Euk+Bac
IREB2	7	Vertebrata
ATP5MC3	7	Vertebrata
TM4SF4	7	Vertebrata
REG1B	8	Mammalia
TFPI2	7	Vertebrata
LEPR	6	Eumetazoa
RFX2	5	Opisthokonta
RFX3	5	Opisthokonta
RFX5	8	Mammalia
PIP4K2A	4	Eukaryota
SOX2	6	Eumetazoa
SOX9	6	Eumetazoa
RXRG	6	Eumetazoa
ARCN1	4	Eukaryota
ALDH3B2	3	Euk+Bac
LSS	3	Euk+Bac
PPP3CC	4	Eukaryota
GCLC	4	Eukaryota
GCLM	5	Opisthokonta
CD151	6	Eumetazoa
PCP4	7	Vertebrata
KCNJ5	3	Euk+Bac
GIPR	7	Vertebrata
KCNC1	6	Eumetazoa
KCNJ3	3	Euk+Bac
IFNAR2	7	Vertebrata
NRIP1	7	Vertebrata
TRAPPC10	4	Eukaryota
PSMD8	4	Eukaryota
SERPINB4	1	Cellular_organisms
SERPINB10	1	Cellular_organisms
PRRC2A	6	Eumetazoa
GSS	4	Eukaryota
CCT5	2	Euk_Archaea
NMU	7	Vertebrata
PTDSS1	4	Eukaryota
SLC1A6	1	Cellular_organisms
KRT6C	6	Eumetazoa
NES	6	Eumetazoa
HSPA13	6	Eumetazoa
AMT	1	Cellular_organisms
CSNK1A1	4	Eukaryota
CSNK1D	4	Eukaryota
IDH2	3	Euk+Bac
PIK3CG	4	Eukaryota
PITPNB	4	Eukaryota
MASP1	6	Eumetazoa
HSPA7	1	Cellular_organisms
LHX1	6	Eumetazoa
CCN3	6	Eumetazoa
SLC4A3	4	Eukaryota
SLC9A3	3	Euk+Bac
TDO2	3	Euk+Bac
TNNI2	6	Eumetazoa
ADGRE5	5	Opisthokonta
TRPC1	5	Opisthokonta
POLD2	4	Eukaryota
MARCKSL1	7	Vertebrata
HCAR3	6	Eumetazoa
PXN	4	Eukaryota
CAMLG	7	Vertebrata
NR2C2	6	Eumetazoa
MAPKAPK2	4	Eukaryota
NPY2R	6	Eumetazoa
DNASE1L1	3	Euk+Bac
ALDH9A1	3	Euk+Bac
PTH2R	6	Eumetazoa
RPL34	4	Eukaryota
TGM4	6	Eumetazoa
SPINT3	8	Mammalia
CX3CR1	6	Eumetazoa
RPIA	1	Cellular_organisms
LMAN1	4	Eukaryota
SLC11A1	3	Euk+Bac
SLC11A2	3	Euk+Bac
MTNR1B	6	Eumetazoa
NASP	4	Eukaryota
FMO5	3	Euk+Bac
FASN	3	Euk+Bac
POU3F4	6	Eumetazoa
CDK8	4	Eukaryota
FNTA	4	Eukaryota
FNTB	4	Eukaryota
DHPS	1	Cellular_organisms
CCT3	2	Euk_Archaea
MRPL19	5	Opisthokonta
ARRB1	5	Opisthokonta
TUFM	3	Euk+Bac
AMPH	4	Eukaryota
ALDH7A1	3	Euk+Bac
CDC34	4	Eukaryota
INPP1	3	Euk+Bac
CYB561	4	Eukaryota
GLUD2	1	Cellular_organisms
CENPA	7	Vertebrata
CENPF	6	Eumetazoa
SRP9	4	Eukaryota
UBE2A	4	Eukaryota
PCYT1A	4	Eukaryota
AARS1	1	Cellular_organisms
CARS1	4	Eukaryota
HARS2	1	Cellular_organisms
SARS1	1	Cellular_organisms
PPM1F	6	Eumetazoa
DGKG	4	Eukaryota
TTPA	4	Eukaryota
HOXA1	6	Eumetazoa
EVX1	6	Eumetazoa
MAN2A2	4	Eukaryota
PRIM1	4	Eukaryota
PRIM2	4	Eukaryota
CASP4	8	Mammalia
CSNK1E	4	Eukaryota
STAR	7	Vertebrata
CXCR3	6	Eumetazoa
PRLHR	6	Eumetazoa
GPR15	6	Eumetazoa
ARL4D	7	Vertebrata
CTCF	6	Eumetazoa
CEBPA	6	Eumetazoa
CEBPD	6	Eumetazoa
PSMB3	4	Eukaryota
PSMB2	2	Euk_Archaea
MCM2	2	Euk_Archaea
THBS3	6	Eumetazoa
COMP	6	Eumetazoa
ACADVL	3	Euk+Bac
YLPM1	4	Eukaryota
ACOT2	6	Eumetazoa
VPS41	4	Eukaryota
TMED10	4	Eukaryota
RBM25	4	Eukaryota
NUMB	6	Eumetazoa
RGS6	6	Eumetazoa
CLK1	4	Eukaryota
CLK2	4	Eukaryota
CLK3	4	Eukaryota
PGF	8	Mammalia
VEGFB	8	Mammalia
VEGFC	6	Eumetazoa
PSEN1	4	Eukaryota
EIF2B2	4	Eukaryota
FLT3LG	8	Mammalia
HINT1	1	Cellular_organisms
RARRES1	7	Vertebrata
FHIT	4	Eukaryota
NUP153	6	Eumetazoa
RANBP2	6	Eumetazoa
RGS19	4	Eukaryota
RGS3	6	Eumetazoa
RGS4	4	Eukaryota
RGS7	6	Eumetazoa
PSEN2	4	Eukaryota
TSC2	4	Eukaryota
NDUFV1	3	Euk+Bac
GSK3A	4	Eukaryota
GSK3B	4	Eukaryota
WHR1	4	Eukaryota
TAF6	4	Eukaryota
KLK7	4	Eukaryota
GZMK	6	Eumetazoa
SULT1E1	4	Eukaryota
DIO1	4	Eukaryota
SMCP	8	Mammalia
NT5C2	4	Eukaryota
SEPHS1	1	Cellular_organisms
SELENOP	6	Eumetazoa
ZNF165	5	Opisthokonta
CAMP	7	Vertebrata
MTHFS	3	Euk+Bac
GMPS	1	Cellular_organisms
LIG3	1	Cellular_organisms
LIG4	1	Cellular_organisms
CDKN1C	7	Vertebrata
MRE11	4	Eukaryota
ENTPD1	4	Eukaryota
AGTR2	6	Eumetazoa
KHK	3	Euk+Bac
RBP2	7	Vertebrata
HNMT	6	Eumetazoa
GNAQ	5	Opisthokonta
GNG4	7	Vertebrata
GNG10	6	Eumetazoa
IDH3A	1	Cellular_organisms
MNX1	6	Eumetazoa
MEOX1	7	Vertebrata
MEOX2	7	Vertebrata
SULT1A1	8	Mammalia
SULT1A2	8	Mammalia
CRIP1	4	Eukaryota
MMP14	6	Eumetazoa
PPOX	3	Euk+Bac
NPY4R	7	Vertebrata
GDI2	4	Eukaryota
EMD	8	Mammalia
HTR6	6	Eumetazoa
CPT1A	6	Eumetazoa
GATM	2	Euk_Archaea
SLC26A2	1	Cellular_organisms
SERPINB8	1	Cellular_organisms
SERPINB9	1	Cellular_organisms
SERPINH1	1	Cellular_organisms
LHX2	6	Eumetazoa
CSRP3	4	Eukaryota
PDLIM4	7	Vertebrata
ST13	3	Euk+Bac
MXI1	6	Eumetazoa
PEX5	3	Euk+Bac
ERF	6	Eumetazoa
ETV1	6	Eumetazoa
VASP	7	Vertebrata
ASCL1	6	Eumetazoa
DNM2	4	Eukaryota
METAP2	2	Euk_Archaea
NUDT2	1	Cellular_organisms
TNFSF10	6	Eumetazoa
TUB	4	Eukaryota
CDK7	4	Eukaryota
TOB1	6	Eumetazoa
HLCS	1	Cellular_organisms
KNTC1	5	Opisthokonta
RASSF2	6	Eumetazoa
CDK9	4	Eukaryota
LRBA	4	Eukaryota
RNF144A	4	Eukaryota
BCAM	7	Vertebrata
PPT1	4	Eukaryota
RPL14	4	Eukaryota
CCT8	4	Eukaryota
CCT4	2	Euk_Archaea
ATP1A2	1	Cellular_organisms
ANXA11	4	Eukaryota
PAPOLA	4	Eukaryota
FXR1	6	Eumetazoa
FXR2	6	Eumetazoa
GZMM	6	Eumetazoa
RAB5C	4	Eukaryota
RAB7A	4	Eukaryota
RAB9A	4	Eukaryota
RAB13	4	Eukaryota
RAB28	4	Eukaryota
RAB27A	4	Eukaryota
PDE6C	4	Eukaryota
FABP6	6	Eumetazoa
ATP4B	6	Eumetazoa
SCNN1B	6	Eumetazoa
SCNN1G	6	Eumetazoa
SCNN1D	6	Eumetazoa
PLCD1	4	Eukaryota
DAP	6	Eumetazoa
DAP3	4	Eukaryota
RORC	6	Eumetazoa
BLK	7	Vertebrata
DUSP3	4	Eukaryota
INSL3	8	Mammalia
ZNF80	5	Opisthokonta
ZNF81	8	Mammalia
MMP15	4	Eukaryota
MMP16	7	Vertebrata
NOVA1	4	Eukaryota
ZNF83	8	Mammalia
ZNF84	6	Eumetazoa
DNA2	1	Cellular_organisms
SMARCA2	4	Eukaryota
SMARCA4	4	Eukaryota
IDH3G	4	Eukaryota
GALK1	3	Euk+Bac
SSR4	5	Opisthokonta
BCAP31	4	Eukaryota
P2RX1	7	Vertebrata
TPMT	3	Euk+Bac
P2RY4	6	Eumetazoa
BRCA2	4	Eukaryota
CYP2J2	4	Eukaryota
RENBP	3	Euk+Bac
MECP2	7	Vertebrata
HCFC1	4	Eukaryota
IRAK1	4	Eukaryota
CAV2	6	Eumetazoa
ALDH3A2	3	Euk+Bac
ALDH5A1	3	Euk+Bac
GPC3	6	Eumetazoa
HSD17B4	3	Euk+Bac
PSMD7	4	Eukaryota
UBE2D1	4	Eukaryota
CCL11	8	Mammalia
GPM6A	6	Eumetazoa
CCR3	8	Mammalia
CCR4	6	Eumetazoa
CCR5	6	Eumetazoa
CCR6	6	Eumetazoa
CCR8	6	Eumetazoa
CCR9	7	Vertebrata
SUOX	1	Cellular_organisms
SGSH	3	Euk+Bac
ARSD	3	Euk+Bac
ARSL	3	Euk+Bac
STAT5B	4	Eukaryota
APLP1	6	Eumetazoa
USP11	4	Eukaryota
ZNF157	5	Opisthokonta
KCNQ1	6	Eumetazoa
CLCN2	1	Cellular_organisms
CLCN3	1	Cellular_organisms
CLCN4	3	Euk+Bac
CLCN5	1	Cellular_organisms
CLCN6	1	Cellular_organisms
CLCN7	4	Eukaryota
CLCNKA	1	Cellular_organisms
CLCNKB	1	Cellular_organisms
PLXNA3	7	Vertebrata
DYNLT3	4	Eukaryota
VAMP7	4	Eukaryota
GPR143	6	Eumetazoa
XK	6	Eumetazoa
RPS6KA3	5	Opisthokonta
BMX	7	Vertebrata
ZNF41	8	Mammalia
ZNF75D	8	Mammalia
AFF2	6	Eumetazoa
PRKX	4	Eukaryota
AFF1	7	Vertebrata
AFF3	6	Eumetazoa
ADCY7	7	Vertebrata
GUCY2F	4	Eukaryota
NR0B1	6	Eumetazoa
TKTL1	3	Euk+Bac
AKR1D1	3	Euk+Bac
HDGF	7	Vertebrata
CDR1	8	Mammalia
CASP5	8	Mammalia
LUM	6	Eumetazoa
PRELP	5	Opisthokonta
CNN1	4	Eukaryota
CCNH	4	Eukaryota
MNAT1	4	Eukaryota
NEK2	4	Eukaryota
NEK3	3	Euk+Bac
NEK4	3	Euk+Bac
CCNG1	4	Eukaryota
UBE2E1	4	Eukaryota
NDUFA8	4	Eukaryota
HNRNPA3	4	Eukaryota
FUT6	4	Eukaryota
MYOM1	6	Eumetazoa
RND2	4	Eukaryota
PGD	1	Cellular_organisms
HNRNPM	4	Eukaryota
KPNA2	4	Eukaryota
KPNA1	4	Eukaryota
NCBP2	4	Eukaryota
RAP1GDS1	4	Eukaryota
JAK3	4	Eukaryota
DGKE	4	Eukaryota
POLR2H	4	Eukaryota
POLR2J	4	Eukaryota
MAP2K6	4	Eukaryota
ARHGDIA	4	Eukaryota
ARHGDIB	4	Eukaryota
SLC7A2	1	Cellular_organisms
AGFG1	4	Eukaryota
HNRNPF	4	Eukaryota
STAT2	8	Mammalia
GTF2A1	4	Eukaryota
GTF2A2	4	Eukaryota
MSH6	4	Eukaryota
KIF11	4	Eukaryota
VAV2	6	Eumetazoa
ZNF133	5	Opisthokonta
ZNF136	5	Opisthokonta
ZNF140	5	Opisthokonta
ZNF131	6	Eumetazoa
ZNF132	5	Opisthokonta
ZNF134	5	Opisthokonta
ZNF135	8	Mammalia
ZNF137P	5	Opisthokonta
ZNF138	5	Opisthokonta
ZNF142	6	Eumetazoa
ZNF143	4	Eukaryota
RBM5	4	Eukaryota
CHN2	4	Eukaryota
RIDA	1	Cellular_organisms
SMS	5	Opisthokonta
HK2	3	Euk+Bac
HK3	3	Euk+Bac
EFNA3	6	Eumetazoa
EFNA4	6	Eumetazoa
EFNB2	6	Eumetazoa
EFNA5	7	Vertebrata
MRPL12	3	Euk+Bac
STC1	6	Eumetazoa
DGKQ	4	Eukaryota
NDST1	7	Vertebrata
NDST2	3	Euk+Bac
THOP1	3	Euk+Bac
AKR1C2	1	Cellular_organisms
CAPZA1	4	Eukaryota
HMGA2	7	Vertebrata
CRIP2	4	Eukaryota
PDX1	6	Eumetazoa
NUP98	4	Eukaryota
GBX2	7	Vertebrata
NKX2-5	6	Eumetazoa
LBX1	6	Eumetazoa
ART1	7	Vertebrata
BLVRA	3	Euk+Bac
SLC25A1	4	Eukaryota
PPP5C	4	Eukaryota
PLK1	4	Eukaryota
DAPK1	4	Eukaryota
ARFIP2	5	Opisthokonta
ARFIP1	5	Opisthokonta
NUDT6	4	Eukaryota
NUBP1	1	Cellular_organisms
ACLY	4	Eukaryota
COL4A4	5	Opisthokonta
FOSB	6	Eumetazoa
CEBPG	6	Eumetazoa
METAP1	3	Euk+Bac
SUCLG1	1	Cellular_organisms
MVD	2	Euk_Archaea
PGGT1B	4	Eukaryota
RABGGTB	4	Eukaryota
COPB1	4	Eukaryota
COPA	4	Eukaryota
CTSC	4	Eukaryota
LIMK1	4	Eukaryota
LIMK2	4	Eukaryota
CRYBA2	7	Vertebrata
CRYBA4	7	Vertebrata
CRYBB1	7	Vertebrata
CLTCL1	4	Eukaryota
AP3M2	4	Eukaryota
AP2S1	4	Eukaryota
HCCS	4	Eukaryota
ITGA8	6	Eumetazoa
MAPK12	4	Eukaryota
MAPK10	6	Eumetazoa
SLC5A3	3	Euk+Bac
PTTG1IP	6	Eumetazoa
POLR2K	4	Eukaryota
TTC3	6	Eumetazoa
RCAN1	6	Eumetazoa
SMTN	7	Vertebrata
PLAAT3	6	Eumetazoa
SLC16A1	3	Euk+Bac
IST1	4	Eukaryota
SEC24C	4	Eukaryota
SUB1	4	Eukaryota
POLG	5	Opisthokonta
CLNS1A	4	Eukaryota
CRISP1	8	Mammalia
CRISP3	6	Eumetazoa
BLM	1	Cellular_organisms
RARS1	3	Euk+Bac
HIRA	4	Eukaryota
SLC18A1	1	Cellular_organisms
ATXN3	4	Eukaryota
ATXN1	6	Eumetazoa
HAP1	8	Mammalia
ATN1	7	Vertebrata
TERF1	8	Mammalia
PMS1	5	Opisthokonta
PMS2	4	Eukaryota
CACNB3	5	Opisthokonta
CACNA2D1	6	Eumetazoa
MYOM2	6	Eumetazoa
PNLIPRP1	6	Eumetazoa
PNLIPRP2	6	Eumetazoa
OAZ1	6	Eumetazoa
YARS1	1	Cellular_organisms
USP14	4	Eukaryota
PRKAG1	4	Eukaryota
PRKAA2	4	Eukaryota
HSPA2	1	Cellular_organisms
BCAT1	3	Euk+Bac
ATP12A	1	Cellular_organisms
ATP1B3	6	Eumetazoa
FXYD2	8	Mammalia
RAD23A	4	Eukaryota
RAD23B	4	Eukaryota
PDE1A	4	Eukaryota
EPHB3	5	Opisthokonta
EPHA5	5	Opisthokonta
EPHB4	7	Vertebrata
EPHB1	5	Opisthokonta
EPHA4	6	Eumetazoa
ARSF	3	Euk+Bac
NAGLU	3	Euk+Bac
GALC	5	Opisthokonta
AK2	1	Cellular_organisms
PRRX1	6	Eumetazoa
GAS1	6	Eumetazoa
PTPN5	7	Vertebrata
GYS2	3	Euk+Bac
NRL	6	Eumetazoa
EMP1	7	Vertebrata
EMP2	7	Vertebrata
EMP3	7	Vertebrata
UGT2B15	6	Eumetazoa
HMGCS2	1	Cellular_organisms
ALDH18A1	1	Cellular_organisms
NAPA	4	Eukaryota
ADPRH	4	Eukaryota
SLURP1	8	Mammalia
MFAP2	7	Vertebrata
AIF1	4	Eukaryota
EIF5	4	Eukaryota
SLC12A2	2	Euk_Archaea
SLC12A3	2	Euk_Archaea
PSMD4	4	Eukaryota
DRG2	1	Cellular_organisms
GEM	4	Eukaryota
RRAD	4	Eukaryota
NR1H2	6	Eumetazoa
APOC4	8	Mammalia
PLTP	4	Eukaryota
CSE1L	4	Eukaryota
TMBIM6	4	Eukaryota
AQP5	3	Euk+Bac
VCP	1	Cellular_organisms
DIO3	4	Eukaryota
FGF8	6	Eumetazoa
MFAP1	4	Eukaryota
MFAP3	7	Vertebrata
MFAP4	5	Opisthokonta
HADHB	3	Euk+Bac
F2RL1	6	Eumetazoa
AQP4	4	Eukaryota
UCN	8	Mammalia
INHBC	6	Eumetazoa
GDF10	7	Vertebrata
MANF	4	Eukaryota
MTTP	6	Eumetazoa
NCKAP1L	4	Eukaryota
AFDN	6	Eumetazoa
MLLT10	6	Eumetazoa
MLLT6	7	Vertebrata
ELL	6	Eumetazoa
BRPF1	4	Eukaryota
NAP1L1	4	Eukaryota
CASP7	6	Eumetazoa
CASP9	6	Eumetazoa
CASP6	6	Eumetazoa
GP2	6	Eumetazoa
ADK	4	Eukaryota
ADAR	4	Eukaryota
LAMB2	6	Eumetazoa
CDKN2D	3	Euk+Bac
CDH4	6	Eumetazoa
CDH6	6	Eumetazoa
CDH8	6	Eumetazoa
CDH11	6	Eumetazoa
CDH12	6	Eumetazoa
CDH13	6	Eumetazoa
CDH15	6	Eumetazoa
FOXG1	6	Eumetazoa
FOXA1	6	Eumetazoa
FOXA3	5	Opisthokonta
TPD52	6	Eumetazoa
LIM2	6	Eumetazoa
PRMT2	4	Eukaryota
PKNOX1	4	Eukaryota
SEC13	4	Eukaryota
SNU13	2	Euk_Archaea
PAX9	6	Eumetazoa
CCL23	8	Mammalia
CCL18	8	Mammalia
NPEPPS	1	Cellular_organisms
GFER	4	Eukaryota
HNRNPH2	4	Eukaryota
XG	8	Mammalia
OXCT1	1	Cellular_organisms
SH3BGR	6	Eumetazoa
UCP2	4	Eukaryota
SUMO3	4	Eukaryota
EIF3B	4	Eukaryota
RAG2	7	Vertebrata
FCGRT	7	Vertebrata
UCP3	4	Eukaryota
BID	7	Vertebrata
ATP5MF	6	Eumetazoa
GFRA1	7	Vertebrata
DLX1	6	Eumetazoa
DLX5	6	Eumetazoa
DLX6	6	Eumetazoa
TPTE	4	Eukaryota
NDUFV3	7	Vertebrata
RRP1	4	Eukaryota
MARS1	1	Cellular_organisms
ITGA1	7	Vertebrata
CTSW	4	Eukaryota
ARPP19	5	Opisthokonta
MAZ	6	Eumetazoa
CMC4	5	Opisthokonta
MTCP1	7	Vertebrata
TCL1A	8	Mammalia
POLE2	4	Eukaryota
P2RX3	7	Vertebrata
AP1S2	4	Eukaryota
ATP5MJ	8	Mammalia
ATP5F1E	8	Mammalia
ATP5ME	6	Eumetazoa
LGALS4	6	Eumetazoa
HDAC4	7	Vertebrata
EIF6	2	Euk_Archaea
CAV3	6	Eumetazoa
CTBP2	3	Euk+Bac
DSCR4	8	Mammalia
NDUFA6	4	Eukaryota
TMEM50B	4	Eukaryota
ARL4C	6	Eumetazoa
PEX3	4	Eukaryota
NME5	4	Eukaryota
PER3	6	Eumetazoa
SOX10	6	Eumetazoa
KCNQ4	6	Eumetazoa
WNT3	6	Eumetazoa
WNT3A	6	Eumetazoa
WNT4	6	Eumetazoa
WNT7B	6	Eumetazoa
RP1	8	Mammalia
PRSS12	6	Eumetazoa
CLDN15	6	Eumetazoa
CLDN6	8	Mammalia
CLDN8	6	Eumetazoa
CLDN12	7	Vertebrata
CLDN17	6	Eumetazoa
BACE1	4	Eukaryota
EDDM3B	8	Mammalia
CLDN18	6	Eumetazoa
CLDN20	7	Vertebrata
GSC	6	Eumetazoa
HSD17B7	3	Euk+Bac
BCAR1	6	Eumetazoa
STX17	6	Eumetazoa
NRG3	7	Vertebrata
RBM11	7	Vertebrata
PIGP	4	Eukaryota
RIPPLY3	6	Eumetazoa
SLC37A1	1	Cellular_organisms
HUNK	4	Eukaryota
SIK1	4	Eukaryota
RWDD2B	5	Opisthokonta
PRDM15	7	Vertebrata
SOX8	6	Eumetazoa
UBASH3A	6	Eumetazoa
CFAP298	4	Eukaryota
MAP3K7CL	7	Vertebrata
RIPK4	4	Eukaryota
WDR4	4	Eukaryota
TBX4	6	Eumetazoa
SCAND1	8	Mammalia
JAM2	6	Eumetazoa
TMEM33	4	Eukaryota
SLC8A3	6	Eumetazoa
SYNJ2BP	6	Eumetazoa
GEMIN4	6	Eumetazoa
EVC	7	Vertebrata
KLF3	7	Vertebrata
PCBP3	4	Eukaryota
PCBP4	4	Eukaryota
TMPRSS3	6	Eumetazoa
RAB38	4	Eukaryota
CARD18	8	Mammalia
RAB25	4	Eukaryota
CORO7	4	Eukaryota
TCTA	7	Vertebrata
CLDN2	7	Vertebrata
NUP107	4	Eukaryota
GSDMD	8	Mammalia
SNX16	6	Eumetazoa
RGS8	7	Vertebrata
EEFSEC	2	Euk_Archaea
GJA9	6	Eumetazoa
FBXW4	5	Opisthokonta
KCNK10	4	Eukaryota
CABP4	7	Vertebrata
SESN2	4	Eukaryota
SESN3	4	Eukaryota
FOXL2	6	Eumetazoa
SPINK7	8	Mammalia
EPPK1	8	Mammalia
INHBE	6	Eumetazoa
OR1D5	8	Mammalia
OR2B6	7	Vertebrata
OR4D2	8	Mammalia
OR10A3	7	Vertebrata
OR12D2	7	Vertebrata
LOXL3	6	Eumetazoa
PROK1	6	Eumetazoa
VSX2	6	Eumetazoa
ZNF121	8	Mammalia
ANTXR2	6	Eumetazoa
MLF1	6	Eumetazoa
ADAMTS12	6	Eumetazoa
NXPH1	7	Vertebrata
CLRN1	6	Eumetazoa
FAM3B	7	Vertebrata
C21ORF58	7	Vertebrata
SMIM11	7	Vertebrata
LINC01547	8	Mammalia
LINC00158	8	Mammalia
MTPN	3	Euk+Bac
FXYD7	8	Mammalia
FXYD6P3	7	Vertebrata
YBEY	3	Euk+Bac
EVA1C	6	Eumetazoa
SLC26A5	1	Cellular_organisms
TIRAP	6	Eumetazoa
RHBDL3	6	Eumetazoa
H2BC5	4	Eukaryota
DSCR9	8	Mammalia
DSCR10	8	Mammalia
RTP1	8	Mammalia
LINC00310	8	Mammalia
LINC00313	8	Mammalia
NLRP6	4	Eukaryota
NLRP11	4	Eukaryota
NLRP12	5	Opisthokonta
NLRP5	4	Eukaryota
B3GALT5-AS1	8	Mammalia
LINC00315	8	Mammalia
STARD6	4	Eukaryota
DAOA	8	Mammalia
RAB15	4	Eukaryota
TPPP2	4	Eukaryota
ADAMTS20	6	Eumetazoa
TAS2R38	8	Mammalia
TAS2R39	7	Vertebrata
TAS2R40	7	Vertebrata
TAS2R41	8	Mammalia
TAS2R43	7	Vertebrata
TAS2R31	7	Vertebrata
TAS2R45	8	Mammalia
TAS2R30	7	Vertebrata
TAS2R19	8	Mammalia
